index,true_label,pred_label,correct,confidence,latency_s,error
80,misc.forsale,misc.forsale,True,1.0,0.2742311669862829,
81,talk.politics.misc,talk.politics.misc,True,0.55,0.26554287498584017,
82,talk.politics.mideast,talk.politics.mideast,True,0.87,0.26213320798706263,
83,comp.sys.mac.hardware,comp.sys.ibm.pc.hardware,False,0.99,0.2523767079692334,
84,sci.electronics,sci.electronics,True,1.0,0.2470107499975711,
85,rec.sport.hockey,rec.sport.hockey,True,1.0,0.25674891599919647,
86,talk.politics.guns,talk.politics.misc,False,0.54,0.2742738330271095,
87,soc.religion.christian,comp.os.ms-windows.misc,False,0.3,0.2797475000261329,
88,rec.motorcycles,talk.politics.misc,False,0.49,0.30590529105393216,
89,comp.sys.mac.hardware,comp.sys.mac.hardware,True,0.99,0.2862802500021644,
90,sci.space,sci.electronics,False,0.16,0.27439395897090435,
91,rec.sport.baseball,rec.sport.baseball,True,1.0,0.4335914590046741,
92,talk.politics.guns,talk.politics.guns,True,0.65,0.2683010409818962,
93,soc.religion.christian,soc.religion.christian,True,0.89,0.2808536670054309,
94,talk.politics.guns,talk.politics.guns,True,0.97,0.2554893339984119,
95,alt.atheism,alt.atheism,True,0.83,0.26882995798951015,
96,rec.sport.baseball,rec.sport.baseball,True,1.0,0.2771252079983242,
97,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,0.99,0.25011979101691395,
98,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,0.87,0.2854371659923345,
99,talk.politics.guns,talk.politics.misc,False,0.87,0.28027283400297165,
100,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,1.0,0.3569999160245061,
101,rec.sport.hockey,talk.politics.misc,False,0.15,0.33332708303350955,
102,sci.space,sci.space,True,0.63,0.32436941599007696,
103,soc.religion.christian,soc.religion.christian,True,0.98,0.2482249159947969,
104,comp.sys.ibm.pc.hardware,comp.os.ms-windows.misc,False,0.97,0.2737695419928059,
105,talk.politics.guns,talk.politics.misc,False,0.28,0.3720444589853287,
106,rec.sport.hockey,rec.sport.hockey,True,1.0,0.30627995799295604,
107,comp.sys.mac.hardware,comp.sys.mac.hardware,True,0.99,0.27188816701527685,
108,sci.space,sci.space,True,1.0,0.34329375001834705,
109,sci.electronics,sci.electronics,True,1.0,0.41997433302458376,
110,rec.motorcycles,talk.politics.misc,False,0.36,0.5010234999936074,
111,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,1.0,0.2975807079928927,
112,talk.politics.mideast,talk.politics.mideast,True,0.99,0.2574264999711886,
113,comp.sys.ibm.pc.hardware,sci.electronics,False,0.89,0.30045899999095127,
114,rec.motorcycles,talk.religion.misc,False,0.67,0.32226191699737683,
115,sci.space,sci.space,True,1.0,0.32942733401432633,
116,rec.sport.baseball,rec.sport.baseball,True,1.0,0.2943739159964025,
117,comp.windows.x,comp.graphics,False,0.71,0.25944708299357444,
118,rec.sport.baseball,rec.sport.baseball,True,1.0,0.41521654202369973,
119,talk.politics.mideast,talk.politics.mideast,True,0.93,0.27381016605068,
120,sci.electronics,sci.crypt,False,0.48,0.30344699998386204,
121,comp.sys.mac.hardware,comp.sys.ibm.pc.hardware,False,0.94,0.2743382499902509,
122,comp.sys.mac.hardware,comp.sys.mac.hardware,True,1.0,0.26523491699481383,
123,comp.windows.x,comp.windows.x,True,0.7,0.7225801660097204,
124,rec.sport.baseball,rec.sport.baseball,True,1.0,0.3353615839732811,
125,sci.med,sci.med,True,0.33,0.3241135830176063,
126,talk.politics.misc,talk.politics.guns,False,0.93,0.3170750410063192,
127,rec.motorcycles,rec.motorcycles,True,0.95,0.3033295830246061,
128,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,1.0,0.31884016701951623,
129,comp.graphics,sci.crypt,False,0.17,0.3413700409582816,
130,talk.politics.guns,talk.politics.misc,False,0.54,0.291162041015923,
131,sci.crypt,sci.crypt,True,1.0,0.27489195798989385,
132,misc.forsale,misc.forsale,True,0.53,0.3216298749903217,
133,sci.med,sci.med,True,0.95,0.35451545799151063,
134,rec.sport.hockey,rec.sport.hockey,True,1.0,0.25558920903131366,
135,comp.windows.x,comp.windows.x,True,0.85,0.2549500419991091,
136,comp.windows.x,comp.windows.x,True,1.0,0.3162778330151923,
137,comp.graphics,comp.graphics,True,1.0,0.28244295803597197,
138,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,1.0,0.32543179200729355,
139,sci.electronics,misc.forsale,False,0.98,0.286759750044439,
140,rec.sport.hockey,rec.sport.hockey,True,1.0,0.35091662500053644,
141,sci.space,sci.space,True,1.0,0.2799823750392534,
142,rec.autos,rec.autos,True,1.0,0.27756883297115564,
143,rec.autos,rec.autos,True,1.0,0.2577867499785498,
144,rec.sport.hockey,rec.sport.hockey,True,1.0,0.3139885839773342,
145,comp.windows.x,comp.windows.x,True,1.0,0.3004960840335116,
146,rec.sport.hockey,rec.sport.hockey,True,1.0,0.30455041700042784,
147,sci.electronics,comp.os.ms-windows.misc,False,0.31,0.28039283299585804,
148,alt.atheism,sci.space,False,0.43,0.38226704101543874,
149,sci.med,sci.med,True,1.0,0.37679200002457947,
150,sci.space,misc.forsale,False,0.24,0.35280162503477186,
151,comp.sys.mac.hardware,comp.sys.mac.hardware,True,1.0,0.31420183303998783,
152,soc.religion.christian,soc.religion.christian,True,0.66,0.3110128329717554,
153,comp.sys.mac.hardware,comp.sys.mac.hardware,True,0.97,0.3000056669698097,
154,misc.forsale,misc.forsale,True,1.0,0.33040329098002985,
155,sci.space,sci.space,True,1.0,0.34066962503129616,
156,talk.politics.misc,talk.politics.misc,True,0.71,0.26336120802443475,
157,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,0.83,0.24574887502240017,
158,rec.sport.hockey,rec.sport.hockey,True,1.0,0.2631921659922227,
159,comp.sys.mac.hardware,comp.sys.mac.hardware,True,1.0,0.26952450000680983,
160,sci.crypt,talk.politics.misc,False,0.48,0.35118995897937566,
161,talk.politics.mideast,talk.politics.mideast,True,0.59,0.30506849999073893,
162,rec.sport.baseball,rec.sport.baseball,True,0.93,0.28191945800790563,
163,comp.windows.x,comp.windows.x,True,1.0,0.251037375011947,
164,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,0.43,0.2742492909892462,
165,rec.motorcycles,misc.forsale,False,0.92,0.27919550001388416,
166,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,1.0,0.2921470830333419,
167,talk.politics.guns,talk.politics.guns,True,0.98,0.3110593329765834,
168,misc.forsale,misc.forsale,True,0.64,0.34297170798527077,
169,rec.autos,rec.autos,True,1.0,0.26190395798766986,
170,comp.graphics,comp.graphics,True,0.89,0.2779052499681711,
171,rec.autos,rec.autos,True,1.0,0.34866533300373703,
172,rec.autos,rec.autos,True,0.5,0.43774070899235085,
173,rec.motorcycles,rec.motorcycles,True,0.8,0.2857875839690678,
174,comp.sys.mac.hardware,comp.sys.ibm.pc.hardware,False,0.98,0.42633450002176687,
175,sci.electronics,sci.electronics,True,1.0,0.3853253339766525,
176,rec.sport.hockey,rec.sport.hockey,True,1.0,0.37681833299575374,
177,alt.atheism,talk.politics.misc,False,1.0,0.3458672080305405,
178,rec.sport.hockey,rec.sport.baseball,False,0.77,0.3435029999818653,
179,talk.politics.misc,talk.politics.misc,True,1.0,0.3295817089965567,
180,comp.sys.mac.hardware,comp.sys.mac.hardware,True,0.95,0.25685062498087063,
181,rec.sport.baseball,rec.sport.baseball,True,1.0,0.3119337909738533,
182,comp.windows.x,comp.graphics,False,0.71,0.25362141599180177,
183,alt.atheism,talk.religion.misc,False,0.31,0.2761955829919316,
184,comp.sys.ibm.pc.hardware,sci.electronics,False,0.99,0.30490754096535966,
185,talk.politics.guns,talk.religion.misc,False,0.36,0.27634162502363324,
186,rec.motorcycles,talk.politics.guns,False,0.64,0.35130158404354006,
187,comp.sys.mac.hardware,comp.sys.ibm.pc.hardware,False,0.65,0.3057500420254655,
188,alt.atheism,talk.politics.misc,False,0.99,0.780247499991674,
189,sci.electronics,sci.electronics,True,1.0,0.32541162497363985,
190,talk.politics.misc,sci.med,False,0.81,0.2719884580001235,
191,sci.crypt,sci.crypt,True,0.93,0.31697058299323544,
192,sci.med,sci.med,True,1.0,0.27358283300418407,
193,talk.politics.misc,talk.politics.misc,True,0.64,0.3147111250436865,
194,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,0.56,0.2635564999654889,
195,soc.religion.christian,soc.religion.christian,True,0.82,0.26631174999056384,
196,talk.politics.guns,talk.politics.mideast,False,0.63,0.285147542017512,
197,sci.med,sci.med,True,1.0,0.312283833976835,
198,comp.sys.ibm.pc.hardware,misc.forsale,False,0.54,0.3129191659973003,
199,talk.religion.misc,talk.religion.misc,True,0.99,0.27009958296548575,
200,soc.religion.christian,soc.religion.christian,True,0.96,0.2719875000184402,
201,rec.autos,rec.autos,True,0.99,1.0037168750423007,
202,comp.sys.mac.hardware,comp.sys.mac.hardware,True,1.0,0.36366812500637025,
203,misc.forsale,misc.forsale,True,0.98,0.24665837502107024,
204,soc.religion.christian,soc.religion.christian,True,0.96,0.3047439999645576,
205,sci.electronics,sci.electronics,True,0.82,0.253220834012609,
206,rec.sport.baseball,rec.sport.baseball,True,1.0,0.25353383301990107,
207,comp.graphics,comp.sys.ibm.pc.hardware,False,0.92,0.29920937499264255,
208,talk.politics.guns,talk.politics.guns,True,0.99,0.26813312503509223,
209,soc.religion.christian,soc.religion.christian,True,0.97,0.27158112498000264,
210,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,0.99,0.28633829101454467,
211,sci.space,sci.space,True,1.0,1.2530624159844592,
212,sci.space,sci.space,True,1.0,0.26231333398027346,
213,alt.atheism,comp.os.ms-windows.misc,False,0.37,0.3247878749971278,
214,talk.politics.guns,talk.politics.misc,False,0.87,0.2755853340495378,
215,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,1.0,0.2919730829889886,
216,comp.graphics,comp.graphics,True,0.93,0.2851289169630036,
217,rec.sport.hockey,rec.sport.hockey,True,1.0,0.2661417920025997,
218,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,0.57,0.3203234159736894,
219,alt.atheism,alt.atheism,True,0.96,0.39563420898048207,
220,rec.autos,rec.autos,True,1.0,0.3412288340041414,
221,talk.politics.guns,talk.politics.guns,True,0.87,0.3326537919929251,
222,sci.electronics,sci.crypt,False,0.79,0.2671279580099508,
223,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,0.98,0.3097429999615997,
224,sci.space,sci.space,True,0.98,0.3193509169504978,
225,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,0.75,0.3016452079755254,
226,rec.autos,comp.os.ms-windows.misc,False,0.32,0.2793629579828121,
227,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,0.99,0.3800039999769069,
228,comp.windows.x,comp.windows.x,True,1.0,0.3778575420146808,
229,rec.autos,rec.autos,True,0.99,0.2558941660099663,
230,talk.politics.mideast,talk.politics.misc,False,0.98,0.3405139580136165,
231,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,0.94,0.28973758401116356,
232,comp.sys.mac.hardware,comp.sys.mac.hardware,True,0.71,0.30378550000023097,
233,talk.politics.mideast,talk.politics.misc,False,0.51,0.3066508329939097,
234,soc.religion.christian,soc.religion.christian,True,0.96,0.27861945901531726,
235,comp.sys.mac.hardware,comp.sys.mac.hardware,True,0.99,0.3504166670027189,
236,soc.religion.christian,soc.religion.christian,True,0.51,0.29884945799130946,
237,rec.sport.baseball,rec.sport.baseball,True,0.99,0.40566545899491757,
238,alt.atheism,alt.atheism,True,0.56,0.27573762502288446,
239,rec.autos,rec.autos,True,0.97,0.2743734999676235,
240,comp.sys.ibm.pc.hardware,misc.forsale,False,0.57,0.293842917017173,
241,rec.autos,rec.autos,True,1.0,0.2735207499936223,
242,rec.motorcycles,rec.motorcycles,True,0.97,0.3343341250438243,
243,rec.sport.hockey,rec.sport.hockey,True,1.0,0.3163736659917049,
244,sci.space,sci.space,True,1.0,0.38594854198163375,
245,sci.electronics,sci.crypt,False,0.35,0.28379579196916893,
246,sci.space,talk.politics.misc,False,0.86,0.2695097919786349,
247,sci.electronics,comp.graphics,False,0.81,0.28242720797425136,
248,sci.crypt,sci.crypt,True,1.0,0.29497012501815334,
249,rec.motorcycles,talk.politics.misc,False,0.26,0.39046233298722655,
250,soc.religion.christian,soc.religion.christian,True,1.0,0.37620341702131554,
251,misc.forsale,misc.forsale,True,0.98,0.24648525001248345,
252,comp.sys.mac.hardware,comp.sys.mac.hardware,True,1.0,0.3712386669940315,
253,sci.crypt,sci.crypt,True,0.98,0.36738245899323374,
254,misc.forsale,misc.forsale,True,1.0,0.24221995897823945,
255,talk.politics.mideast,talk.politics.mideast,True,0.78,0.3374504999956116,
256,rec.autos,rec.autos,True,1.0,0.29620295797940344,
257,rec.motorcycles,rec.motorcycles,True,1.0,0.23546883300878108,
258,rec.sport.hockey,rec.sport.hockey,True,1.0,0.33160358300665393,
259,sci.crypt,comp.os.ms-windows.misc,False,0.33,0.24376437498722225,
260,comp.sys.mac.hardware,comp.sys.mac.hardware,True,0.81,0.262254208966624,
261,comp.graphics,comp.os.ms-windows.misc,False,0.66,0.24737995798932388,
262,comp.windows.x,comp.windows.x,True,0.99,0.28897175000747666,
263,rec.motorcycles,talk.politics.misc,False,0.39,0.2744806669652462,
264,comp.graphics,comp.graphics,True,1.0,0.2849137079901993,
265,sci.electronics,sci.electronics,True,0.96,0.25600187497911975,
266,talk.politics.misc,talk.politics.misc,True,1.0,0.2932745830039494,
267,comp.os.ms-windows.misc,comp.graphics,False,0.73,0.26972045795992017,
268,sci.med,sci.med,True,0.97,0.2833902919664979,
269,sci.electronics,sci.electronics,True,1.0,0.3489925839821808,
270,rec.motorcycles,rec.motorcycles,True,1.0,0.29308674996718764,
271,talk.politics.guns,talk.politics.mideast,False,0.98,0.2728006250108592,
272,talk.politics.misc,talk.politics.guns,False,0.81,0.2540824159514159,
273,rec.motorcycles,talk.politics.guns,False,0.32,0.29756162501871586,
274,comp.sys.mac.hardware,comp.sys.mac.hardware,True,0.99,0.3635114999487996,
275,soc.religion.christian,soc.religion.christian,True,0.69,0.3005092919920571,
276,comp.windows.x,comp.windows.x,True,1.0,0.42049450002377853,
277,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,0.95,0.3969093339983374,
278,sci.crypt,comp.windows.x,False,0.4,0.383928166993428,
279,comp.sys.ibm.pc.hardware,comp.graphics,False,0.7,0.27622399997198954,
280,soc.religion.christian,soc.religion.christian,True,0.98,0.3695933340350166,
281,rec.sport.hockey,rec.sport.hockey,True,1.0,0.3647631669882685,
282,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,1.0,0.33418299996992573,
283,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,0.98,0.2558659590431489,
284,sci.space,sci.space,True,1.0,0.2757712500169873,
285,sci.med,sci.med,True,0.99,0.3080693749943748,
286,talk.politics.mideast,talk.politics.misc,False,0.85,0.3528424999676645,
287,talk.religion.misc,talk.politics.misc,False,0.7,0.25200558302458376,
288,misc.forsale,misc.forsale,True,1.0,0.24025791697204113,
289,talk.politics.misc,talk.politics.misc,True,0.85,0.29915174999041483,
290,misc.forsale,misc.forsale,True,0.97,0.34141854103654623,
291,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,1.0,0.25700270803645253,
292,soc.religion.christian,soc.religion.christian,True,0.98,0.25070862501161173,
293,rec.autos,rec.autos,True,0.98,0.24135404103435576,
294,soc.religion.christian,soc.religion.christian,True,0.97,0.3904783750185743,
295,rec.sport.hockey,rec.sport.hockey,True,1.0,0.2331817919621244,
296,rec.motorcycles,rec.autos,False,0.74,0.24007574998540804,
297,comp.sys.mac.hardware,comp.sys.mac.hardware,True,1.0,0.29734254197683185,
298,rec.sport.baseball,rec.sport.baseball,True,1.0,0.2992087500169873,
299,sci.med,sci.med,True,1.0,0.29665954096708447,
300,rec.sport.hockey,rec.sport.hockey,True,0.99,0.29254987504100427,
301,alt.atheism,alt.atheism,True,0.87,0.2804323330055922,
302,soc.religion.christian,talk.religion.misc,False,0.99,0.32184491702355444,
303,misc.forsale,misc.forsale,True,0.99,0.27894012501928955,
304,talk.religion.misc,alt.atheism,False,0.93,0.39881779201095924,
305,comp.windows.x,comp.windows.x,True,0.78,0.39785725000547245,
306,talk.politics.guns,talk.politics.misc,False,0.56,0.43386612500762567,
307,rec.autos,talk.politics.misc,False,0.94,0.378112250007689,
308,talk.politics.mideast,talk.politics.mideast,True,0.99,0.33289374999003485,
309,talk.politics.guns,talk.politics.guns,True,1.0,0.32052929198835045,
310,rec.sport.hockey,rec.sport.hockey,True,1.0,0.2977873330237344,
311,misc.forsale,comp.sys.mac.hardware,False,0.55,0.2852852499927394,
312,comp.sys.mac.hardware,comp.sys.ibm.pc.hardware,False,0.86,0.2763882500003092,
313,rec.sport.hockey,rec.sport.hockey,True,0.98,0.2454015829716809,
314,comp.windows.x,comp.windows.x,True,1.0,0.27552416699472815,
315,comp.sys.mac.hardware,comp.sys.mac.hardware,True,1.0,0.26098712504608557,
316,alt.atheism,talk.politics.mideast,False,0.96,0.2644173340522684,
317,rec.motorcycles,rec.autos,False,0.88,0.29640316701261327,
318,rec.sport.baseball,comp.windows.x,False,0.59,0.2548674159916118,
319,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,0.89,0.388365916965995,
320,soc.religion.christian,comp.os.ms-windows.misc,False,0.34,0.5240367089863867,
321,sci.med,misc.forsale,False,0.46,0.2500788330216892,
322,comp.sys.mac.hardware,sci.electronics,False,0.66,0.2830787919810973,
323,rec.motorcycles,rec.motorcycles,True,0.93,0.2725344999926165,
324,comp.windows.x,comp.windows.x,True,0.9,0.26716279197717085,
325,talk.politics.misc,talk.politics.misc,True,0.92,0.2827573749818839,
326,talk.politics.misc,talk.politics.guns,False,0.76,0.2778441670234315,
327,sci.electronics,rec.autos,False,0.52,0.25238891696790233,
328,alt.atheism,alt.atheism,True,0.87,0.29440783301834017,
329,sci.space,sci.space,True,1.0,0.2936256250250153,
330,talk.religion.misc,talk.politics.guns,False,0.94,0.28597895795246586,
331,rec.sport.hockey,rec.sport.hockey,True,1.0,0.26767070800997317,
332,comp.sys.mac.hardware,comp.sys.mac.hardware,True,0.8,0.32271733303787187,
333,sci.space,sci.space,True,0.99,0.2983962080325,
334,soc.religion.christian,soc.religion.christian,True,0.99,0.44111058401176706,
335,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,0.65,0.2780786660150625,
336,talk.politics.guns,talk.politics.guns,True,0.59,0.3036282919929363,
337,sci.crypt,sci.crypt,True,1.0,0.252936500008218,
338,sci.space,sci.space,True,1.0,0.2918459580396302,
339,sci.med,sci.med,True,0.74,0.25720166601240635,
340,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,0.5,0.29661258397391066,
341,rec.sport.hockey,rec.sport.hockey,True,1.0,0.2506304580019787,
342,sci.med,sci.med,True,1.0,0.2851502500125207,
343,rec.autos,rec.autos,True,1.0,0.29737195902271196,
344,sci.med,sci.med,True,1.0,0.237625332956668,
345,talk.politics.misc,talk.politics.misc,True,0.77,0.29536395898321643,
346,misc.forsale,misc.forsale,True,1.0,0.25512291700579226,
347,soc.religion.christian,soc.religion.christian,True,0.94,0.3368625839939341,
348,rec.sport.hockey,rec.sport.hockey,True,1.0,0.2972553750150837,
349,comp.sys.mac.hardware,comp.sys.ibm.pc.hardware,False,0.93,0.3426587500143796,
350,sci.electronics,sci.electronics,True,1.0,0.27014566597063094,
351,talk.politics.misc,talk.politics.guns,False,0.54,0.25301924999803305,
352,comp.windows.x,comp.windows.x,True,1.0,0.25414454203564674,
353,sci.crypt,sci.crypt,True,1.0,0.25489579199347645,
354,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,True,1.0,0.3297430829843506,
355,rec.autos,rec.autos,True,0.99,0.31406295899068937,
356,rec.motorcycles,comp.os.ms-windows.misc,False,0.35,0.28540837502805516,
357,talk.politics.misc,talk.politics.misc,True,0.94,0.26851304195588455,
358,comp.windows.x,comp.windows.x,True,0.86,0.24500749999424443,
359,soc.religion.christian,soc.religion.christian,True,0.94,0.23651241598417982,
360,rec.motorcycles,rec.motorcycles,True,0.68,0.26937058300245553,
361,sci.space,sci.space,True,0.99,0.4092289580148645,
362,rec.autos,rec.autos,True,1.0,0.28860091703245416,
363,rec.sport.hockey,rec.sport.hockey,True,1.0,0.3334237080416642,
364,comp.windows.x,comp.windows.x,True,1.0,0.3118028750177473,
365,alt.atheism,alt.atheism,True,1.0,0.2701396669726819,
366,comp.graphics,comp.graphics,True,1.0,0.26808154198806733,
367,comp.sys.mac.hardware,comp.sys.mac.hardware,True,1.0,0.29608712502522394,
368,alt.atheism,alt.atheism,True,0.82,0.25248154101427644,
369,misc.forsale,misc.forsale,True,1.0,0.3100521249580197,
370,talk.politics.misc,talk.politics.misc,True,1.0,0.3029730419511907,
371,rec.motorcycles,rec.motorcycles,True,0.96,0.2897917910013348,
372,comp.sys.mac.hardware,comp.windows.x,False,0.75,0.28206183400470763,
373,sci.crypt,sci.crypt,True,1.0,0.3072697500465438,
374,comp.os.ms-windows.misc,comp.sys.ibm.pc.hardware,False,0.69,0.25059870805125684,
375,sci.space,sci.space,True,0.99,0.260845624958165,
376,misc.forsale,misc.forsale,True,1.0,0.28151158400578424,
377,talk.politics.mideast,talk.politics.misc,False,1.0,0.2691577909863554,
378,rec.sport.baseball,rec.sport.baseball,True,1.0,0.2772290409775451,
379,rec.sport.hockey,rec.sport.hockey,True,1.0,0.27069924998795614,
380,sci.electronics,sci.electronics,True,1.0,0.267632374947425,
381,sci.electronics,misc.forsale,False,0.87,0.2831672499887645,
382,sci.med,sci.med,True,1.0,0.2703009170363657,
383,rec.autos,rec.autos,True,1.0,0.2974707090179436,
384,misc.forsale,misc.forsale,True,1.0,0.25456054200185463,
